96.362335	102.14048
118.14268	77.11168
136.22774	59.3842
139.42685	53.803535
132.0147	56.037003
118.12193	68.640205
99.53507	90.885475
83.24141	120.536896
68.201996	144.63092
61.362125	154.90564
65.636246	143.70935
78.59142	127.16785
98.25397	99.86736
119.94856	76.79957
136.62921	58.956154
139.24698	53.49036
131.32732	56.03835
118.69818	67.77416
97.97316	90.993706
81.44313	121.79524
66.98364	144.59491
61.40527	156.21031
65.31383	148.07747
77.27959	128.4833
97.95797	100.25932
119.65982	75.954956
134.71155	58.51171
139.86942	53.41224
133.23544	55.881554
119.0625	68.531425
99.11435	89.686966
81.341515	117.73127
68.01667	144.33595
61.253063	154.74403
64.75843	146.90533
77.66851	125.742035
96.82786	99.64789
119.17244	75.642334
136.09616	59.435757
139.4287	52.3059
132.05298	55.047993
116.43055	67.91287
98.44744	89.72277
80.69006	118.33266
68.25648	142.85945
61.468197	152.84784
64.13905	147.15291
77.11246	125.41698
98.071	101.54858
117.16047	75.49088
137.44801	59.33842
140.2323	53.336525
130.26003	56.294155
117.37404	67.68974
96.90585	90.942795
80.31859	119.2712
66.81494	144.2459
61.15176	152.81929
65.619934	145.41399
78.25863	126.25948
97.889206	99.45031
118.318115	76.106476
133.70822	60.024773
139.56003	53.19976
132.93906	55.66727
117.87404	68.352104
97.34768	90.948814
80.88047	119.13339
67.29122	143.79196
61.017776	151.77553
66.321754	145.34973
78.43439	125.5754
96.47479	101.097725
117.77717	76.45808
134.55292	58.84215
138.00903	52.666695
132.31755	54.999985
117.571724	67.85644
97.631615	89.96609
81.433624	119.873604
67.23833	142.59459
62.161697	152.79547
65.46305	146.24773
76.40603	126.391655
96.76376	100.69815
117.20027	75.70701
135.84943	58.48283
138.99718	52.910423
131.75067	55.471214
118.07895	67.71989
99.83215	89.38466
81.165085	117.87585
67.20405	144.76477
61.12836	156.02318
65.787125	147.04283
78.16559	126.29619
96.84945	98.44082
119.40292	74.67351
134.82605	57.730465
138.71924	52.493267
130.86725	55.123947
116.51404	67.392075
98.96551	90.97464
80.512794	118.53711
66.76822	145.36227
61.65339	151.84464
65.5041	145.65831
77.893074	125.34503
97.781075	99.63193
117.38343	75.90382
133.44571	59.209408
137.50542	52.709637
131.9174	55.652214
116.217735	67.924225
98.2003	91.57094
80.04164	119.834656
67.52191	144.97005
60.79126	154.40675
64.94581	147.49803
78.384796	126.34059
97.709076	99.91886
118.70003	75.15171
135.77582	59.048367
139.95712	52.866413
133.00282	56.115784
118.615295	67.55153
98.68412	90.25062
80.639786	119.867004
67.046234	145.10876
60.840614	154.80392
65.03961	146.87
78.09087	125.88804
97.41772	98.85757
117.56681	76.321815
135.77103	59.05717
140.2308	53.408485
132.68135	54.663242
117.66815	66.652016
99.398636	88.15852
80.51227	117.61996
68.51315	143.27617
61.82691	156.17012
63.51284	147.30185
79.10465	123.170425
96.99668	101.13858
118.61326	75.30753
133.83858	58.535755
137.64948	52.481724
131.45424	56.132587
117.526054	67.247635
97.59807	90.69758
79.94965	117.70594
67.15425	143.82458
61.642902	153.01367
65.66375	147.12166
79.1214	124.74772
96.62198	100.25904
119.260704	75.4268
135.21112	58.935516
139.69266	53.31273
131.71928	56.686222
116.82218	67.54543
98.72158	90.24453
80.69026	118.753876
67.288284	144.48853
60.689693	153.96385
65.10223	146.4795
77.90664	125.98762
95.669365	100.558235
117.43548	75.95406
134.44427	59.2017
139.3403	53.13599
132.40833	55.876205
115.73792	67.48154
97.97017	89.66883
80.244156	117.93495
67.40459	143.55324
61.80622	154.17915
64.84347	146.53801
77.73733	124.82013
96.57326	100.402275
116.66187	76.19974
133.35188	59.348763
137.76796	53.681847
130.21144	55.72315
115.54037	67.293724
98.09505	87.820335
80.5381	116.73353
66.84779	143.70496
60.861954	153.29378
63.785732	146.67122
76.859	126.14695
96.11918	100.401184
115.88397	75.73325
133.89336	58.93981
136.40051	52.745125
130.54669	55.382328
116.07075	67.801575
97.01446	89.96823
80.894356	117.394165
67.42042	141.38966
61.10229	152.2613
64.26916	142.99815
76.00151	124.09015
96.08767	99.19338
115.66201	75.46907
134.39313	58.25594
137.93665	52.20529
130.45528	54.900734
116.55536	68.42376
98.57047	89.2004
81.0032	118.967094
66.8927	143.98875
60.73841	154.44804
64.953545	145.10132
78.10214	126.09015
97.25939	99.352165
116.645004	74.131836
134.5012	57.73499
140.6812	50.94947
132.22197	54.582905
117.26242	67.63966
96.978386	88.98178
79.38357	118.051796
66.74797	142.29797
60.81935	151.43755
64.44341	145.52667
76.88951	124.312195
94.22761	100.14777
115.224945	76.6894
132.91498	58.536163
137.4496	52.994488
130.63295	54.560726
116.74576	66.50418
97.4008	87.741486
79.9835	115.57176
67.78268	140.79633
60.477272	151.56584
64.56935	146.14557
76.16597	125.72777
95.931984	98.61343
116.54896	74.13521
